group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
cds,verify,16,,,7641059249.0,ns,259
cds,verify,16,,,15584321949.0,ns,518
cds,verify,16,,,22366152732.0,ns,777
cds,verify,16,,,30491848882.0,ns,1036
cds,verify,16,,,37843885371.0,ns,1295
cds,verify,16,,,44878978224.0,ns,1554
cds,verify,16,,,55003672389.0,ns,1813
cds,verify,16,,,61909811567.0,ns,2072
cds,verify,16,,,70814567728.0,ns,2331
cds,verify,16,,,91500607741.0,ns,2590
