group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
cds,verify,128,,,8017485300.0,ns,26
cds,verify,128,,,16426697445.0,ns,52
cds,verify,128,,,26938634809.0,ns,78
cds,verify,128,,,26626927732.0,ns,104
cds,verify,128,,,32778188320.0,ns,130
cds,verify,128,,,46378492199.0,ns,156
cds,verify,128,,,53607570077.0,ns,182
cds,verify,128,,,61997852628.0,ns,208
cds,verify,128,,,73902238931.0,ns,234
cds,verify,128,,,69470010780.0,ns,260
