group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
cds,verify,8,,,7864242648.0,ns,459
cds,verify,8,,,19433764399.0,ns,918
cds,verify,8,,,23676557296.0,ns,1377
cds,verify,8,,,35227752886.0,ns,1836
cds,verify,8,,,48031390819.0,ns,2295
cds,verify,8,,,57610397392.0,ns,2754
cds,verify,8,,,51267322923.0,ns,3213
cds,verify,8,,,60787943396.0,ns,3672
cds,verify,8,,,68080123324.0,ns,4131
cds,verify,8,,,74251402278.0,ns,4590
